,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Time_on_Redfin(days),Property Type,Year_built,Community,Lot_Size_Sqft,Est_Monthly_Payt,Est_Redfin_Price,Price/Sq.Ft.,Buyer_Agent_Commission,HOA_Dues,Style
517,"The Welford,San Jose, CA 95124",1527431,5,5.5,3400,San Jose,95124,0,Single Family Residential,Unknown,Rosewood at Camden Park,29160,23679,1469274,959,2,0,Unknown
518,"The Ascot with 1 Br ADU,San Jose, CA 95124",1527431,4,4.5,3208,San Jose,95124,0,Single Family Residential,Unknown,Rosewood at Camden Park,29160,23207,1469274,996,2,0,Unknown
519,"130 El Bosque Dr #130,SAN JOSE, CA 95134",389000,3,3,2376,San Jose,95134,109,Triple-Wide Mobile Home,2000,SAN JOSE,29160,2825,375249,164,2,0,Unknown
520,"Plan 2,San Jose, CA 95120",1527431,4,3.5,3669,San Jose,95120,0,Single Family Residential,Unknown,Almaden Heights,29160,21601,1469274,811,2,0,Unknown
521,"87 Revere Ave,Hayward, CA 94544",900000,3,1,1221,Hayward,94544,1,Single Family Residential,1951,Hayward,5050,6537,1469274,737,2,0,Unknown
522,"3431 Thompson Pl,Hayward, CA 94541",1500000,4,2.5,2587,Hayward,94541,1,Single Family Residential,1989,Hayward,10836,10895,1469274,580,2,0,Unknown
523,"100 Dunfirth Dr,HAYWARD, CA 94542",2595000,5,4.5,4668,Hayward,94542,1,Single Family Home,2018,HAYWARD,7377,19049,2587552,556,2,200,Luxury
524,"949 Fletcher Ln #111,HAYWARD, CA 94544",458888,1,1,730,Hayward,94544,1,Condo,1986,HAYWARD,29160,3883,459178,629,2,550,Unknown
525,"3363 Daisy Ct,Hayward, CA 94542",1299000,4,2.5,2060,Hayward,94542,1,Single Family Residential,1978,HIGHLANDS,11325,9435,1303055,631,2,0,Contemporary
526,"1836 Trym St,Hayward, CA 94541",899000,3,2,1211,Hayward,94541,2,Single Family Residential,1956,FAIRVIEW,6350,6530,935456,742,2,0,Ranch
527,"22677 7th St,Hayward, CA 94541",715000,2,1,987,Hayward,94541,2,Single Family Residential,1927,HAYWARD,10250,5193,1469274,724,2,0,Bungalow
528,"25000 Copa Del Oro Dr #103,Hayward, CA 94545",349000,1,1,608,Hayward,94545,2,Condo,1986,SOUTHGATE,256132,2851,354866,574,2,316,Unknown
529,"1080 Central Blvd,Hayward, CA 94542",1200000,6,5.5,3636,Hayward,94542,2,Single Family Residential,1990,HAYWARD HILLS,6805,8716,1205759,330,2,0,Unknown
530,"425 Grove Way,Hayward, CA 94541",599000,3,2,1117,Hayward,94541,2,Single Family Residential,1927,CHERRYLAND,9234,4351,600586,536,2,0,Traditional
531,"2535 Bradford Ave,Hayward, CA 94545",895950,3,2,1148,Hayward,94545,2,Single Family Residential,1958,MT EDEN,5238,6508,899342,780,2,0,Contemporary
532,"3297 Hackamore Dr,Hayward, CA 94541",949000,3,2,1916,Hayward,94541,3,Single Family Residential,1969,FAIRVIEW,6000,6893,952510,495,2,0,Traditional
533,"1277 Mcbride Ln,Hayward, CA 94544",988888,4,2,1834,Hayward,94544,3,Single Family Residential,1954,SCHAFER PARK,5320,7183,992207,539,2,0,Contemporary
534,"Sign In for Address,Hayward, CA 94544",858000,3,3,1482,Hayward,94544,3,Condo,2023,Hayward,29160,6663,858935,579,2,431,Contemporary
535,"27412 Portsmouth Ave,Hayward, CA 94545",899999,4,2,1128,Hayward,94545,3,Single Family Residential,1957,GLEN EDEN,5300,6537,907778,798,2,0,Contemporary
536,"32420 Monterey Dr,UNION CITY, CA 94587",1750000,4,2.5,2226,Hayward,94587,4,Single Family Home,1995,UNION CITY,4500,12711,1755068,786,2,0,Contemporary
537,"28816 Jupiter St,Hayward, CA 94544",329900,3,2,1248,Hayward,94544,4,Mobile/Manufactured Home,1992,Continental Mobile Home Park,29160,2396,330459,264,2,0,Unknown
538,"814 Voyager Way,Hayward, CA 94544",598000,2,1.5,1110,Hayward,94544,4,Condo,1988,Hayward,100,4748,598035,539,2,404,Contemporary
539,"1241 D St,Hayward, CA 94541",549500,2,2,968,Hayward,94541,4,Single Family Residential,1906,DOWNTOWN HAYWARD,4000,3991,559791,568,2,0,Craftsman
540,"2064 Jubilee Dr,HAYWARD, CA 94541",1098000,3,3.5,1922,Hayward,94541,5,Single Family Home,2017,HAYWARD,1410,8088,1140018,571,2,113,Unknown
541,"301 Fig Tree Ct,HAYWARD, CA 94544",999000,3,2.5,1905,Hayward,94544,5,Single Family Home,1996,HAYWARD,5824,7256,1469274,524,2,0,Unknown
542,"1258 Via Nube,San Lorenzo, CA 94580",775000,3,1,1043,Hayward,94580,6,Single Family Residential,1950,LORENZO VILLAGE,5049,5642,788477,743,2,13,Unknown
543,"1274 Sussex Way #1274,HAYWARD, CA 94544",289500,2,2,1120,Hayward,94544,7,Double-Wide Mobile Home,1976,HAYWARD,29160,2103,289680,258,3,0,Unknown
544,"1464 Macatera Ave,Hayward, CA 94544",320000,3,2,1560,Hayward,94544,7,Mobile/Manufactured Home,Unknown,SPANISH RANCH I,29160,2324,319773,205,2,0,Unknown
545,"518 Simon St,HAYWARD, CA 94541",699999,2,1.5,1013,Hayward,94541,8,Single Family Home,1940,HAYWARD,6277,5084,734024,691,2,0,Unknown
546,"3160 D St,Hayward, CA 94541",1100000,2,2,1364,Hayward,94541,8,Single Family Residential,1951,FAIRVIEW,6100,7990,1104233,806,2,0,Unknown
547,"341 Medford Ave,Hayward, CA 94541",2700000,6,6,4080,Hayward,94541,8,Residential Income,1989,Hayward,19166,19611,1469274,662,2,0,Garden Condo
548,"26593 Mission Blvd,HAYWARD, CA 94544",838888,3,2.5,1735,Hayward,94544,9,Condo,2020,HAYWARD,29160,6483,845657,484,3,390,Unknown
549,"537 Solano Ave,Hayward, CA 94541",980000,4,2,1468,Hayward,94541,9,Single Family Residential,1951,Hayward,5253,7118,979073,668,2,0,Contemporary
550,"1018 Mckeever Ave,Hayward, CA 94541",1485000,6,0,2845,Hayward,94541,10,Multi-Family (2-4 Unit),1939,Hayward,5200,10786,1489251,522,2,0,Unknown
551,"23124 Maud Ave,Hayward, CA 94541",798000,3,2.5,1200,Hayward,94541,10,Single Family Residential,1955,FAIRVIEW,12632,5796,827110,665,2,0,Unknown
552,"2584 Jacobs St,Hayward, CA 94541",875000,4,2,1192,Hayward,94541,11,Single Family Residential,1954,FAIRVIEW,5000,6356,918949,734,2,0,Ranch
553,"31144 Chicoine Ave,HAYWARD, CA 94544",898800,3,2,1606,Hayward,94544,12,Single Family Home,1955,HAYWARD,7446,6528,920614,560,2,0,Ranch
554,"211 Rondale Ct,Hayward, CA 94541",1449000,8,0,3640,Hayward,94541,12,Multi-Family (2-4 Unit),1963,Hayward,7500,10525,1495909,398,2,0,Unknown
555,"382 Cornell Ave,HAYWARD, CA 94544",869999,3,2,1168,Hayward,94544,12,Single Family Home,1951,HAYWARD,5000,6319,877676,745,2,0,Unknown
556,"17360 Via Chiquita,San Lorenzo, CA 94580",1022297,5,3,2771,Hayward,94580,0,Single Family Residential,1951,Hayward,5200,11351,1022297,369,2,0,Unknown
557,"636 Sycamore Ave,Hayward, CA 94544",665000,3,1,1020,Hayward,94544,12,Single Family Residential,1950,Not Listed,5300,4830,701402,652,2,0,Unknown
558,"2705 Arf Ave,Hayward, CA 94545",669000,3,1.5,1254,Hayward,94545,15,Townhouse,1971,GLEN EDEN,946,5127,681752,533,2,268,Unknown
559,"21391 Gary Dr #12,Hayward, CA 94546",479950,2,2,936,Hayward,94546,15,Condo,1961,Not Listed,15245,3966,479156,513,2,480,Unknown
560,"29581 Highgate Dr #120,HAYWARD, CA 94544",499000,2,1,900,Hayward,94544,15,Condo,1988,HAYWARD,29160,4126,498337,554,2,502,Unknown
561,"32026 Trevor Ave,Hayward, CA 94544",1149000,4,3,2400,Hayward,94544,16,Single Family Residential,1957,HAYWARD,6700,8346,1160777,479,2,0,Contemporary
562,"25613 Firebrand Pl,Hayward, CA 94541",999500,3,2,1818,Hayward,94541,16,Single Family Residential,1975,FAIRVIEW,10057,7260,1019624,550,2,0,Ranch
563,"2490 Baltusrol Ct,UNION CITY, CA 94587",1298500,4,2,1463,Hayward,94587,16,Single Family Home,1969,UNION CITY,7623,9432,1301076,888,2,0,Ranch
564,"27942 Pueblo Spgs #89,Hayward, CA 94545",324888,2,2,1140,Hayward,94545,17,Mobile/Manufactured Home,Unknown,PUEBLO SPRINGS,29160,2360,320218,285,3,0,Unknown
565,"22870 Amador St,HAYWARD, CA 94541",898888,3,2.5,1515,Hayward,94541,17,Townhouse,2012,HAYWARD,1462,6799,938731,593,3,270,Unknown
566,"133 Cue Way,HAYWARD, CA 94544",874950,2,2,1718,Hayward,94544,17,Condo,2023,HAYWARD,29160,6815,874480,509,2,460,Unknown
567,"1370 Buckingham Way,Hayward, CA 94544",362000,3,2,1529,Hayward,94544,17,Mobile/Manufactured Home,Unknown,GEORGIAN  MANOR,29160,2629,360850,237,2,0,Unknown
568,"41 Astrida Dr #9,Hayward, CA 94544",590000,2,1,1000,Hayward,94544,18,Condo,1982,Hayward,29160,4660,582682,590,2,375,Contemporary
569,"2037 Continental Ave,Hayward, CA 94545",979888,4,2.5,1723,Hayward,94545,18,Single Family Residential,1991,CENTRAL HAYWARD,3500,7117,1002453,569,2,0,Unknown
570,"30587 Midlothian Way,HAYWARD, CA 94544",839000,3,2,1158,Hayward,94544,19,Single Family Home,1955,HAYWARD,5005,6094,852539,725,2,0,Contemporary
571,"1690 Ashbury Ln,Hayward, CA 94545",719000,3,2,1119,Hayward,94545,21,Single Family Residential,Unknown,Hayward,5300,5222,731678,643,2,0,Unknown
572,"355 Laurel Ave #8,Hayward, CA 94541",459000,2,1.5,882,Hayward,94541,22,Townhouse,1974,Hayward,40510,3809,456135,520,2,475,Unknown
573,"504 B St,Hayward, CA 94541",849999,3,2,1294,Hayward,94541,23,Single Family Residential,1905,A STREET,5000,6174,852522,657,2,0,Craftsman
574,"20151 Leif Ln,HAYWARD, CA 94541",1199000,4,3,1895,Hayward,94541,23,Single Family Home,2023,HAYWARD,5500,8709,1258205,633,2,0,Unknown
575,"29621 Red Oak Ct #10,Hayward, CA 94544",368000,1,1,579,Hayward,94544,23,Condo,1985,Hayward,167270,3128,368768,636,2,455,Unknown
576,"22526 Richard St,HAYWARD, CA 94541",808000,2,1,882,Hayward,94541,23,Single Family Home,1928,HAYWARD,2574,5869,807989,916,2,0,Other (See Remarks)
577,"26348 Saklan Rd,Hayward, CA 94545",1080000,3,3.5,1854,Hayward,94545,24,Townhouse,2010,Hayward,2272,7933,1079482,583,2,88,Contemporary
578,"27841 Biscayne Ave,Hayward, CA 94544",690000,3,2,1216,Hayward,94544,24,Single Family Residential,1954,Hayward,5000,5012,711663,567,2,0,Contemporary
579,"25912 Hayward Blvd #106,Hayward, CA 94542",595000,2,2,1203,Hayward,94542,25,Condo,1983,Hayward,191228,4883,593409,495,2,561,Unknown
580,"118 Fairway St,HAYWARD, CA 94544",949000,3,2,1134,Hayward,94544,25,Single Family Home,1955,HAYWARD,5445,6893,1469274,837,2,0,Unknown
581,"26953 Hayward Blvd #210,Hayward, CA 94542",520000,1,1,869,Hayward,94542,25,Condo,1983,HAYWARD HILLS,39204,4222,520005,598,2,445,Traditional
582,"21824 Thelma St,HAYWARD, CA 94541",1350000,8,5,3698,Hayward,94541,25,Fourplex,1964,HAYWARD,5080,9806,1336839,365,2,0,Unknown
583,"255 Bridgewater Rd,Hayward, CA 94544",1695000,5,3,2708,Hayward,94544,25,Single Family Residential,1999,TWIN BRIDGES,5000,12324,1694314,626,2,12,Contemporary
584,"3580 Star Ridge Rd,Hayward, CA 94542",1598000,4,2,2065,Hayward,94542,25,Single Family Residential,1954,HAYWARD HILLS,46173,11607,1585358,774,2,0,Ranch
585,"2636 East Ave,Hayward, CA 94541",1049000,3,1,1497,Hayward,94541,25,Single Family Residential,1940,FAIRVIEW,32670,7619,1069652,701,2,0,Unknown
586,"24836 Oneil Ave,Hayward, CA 94544",899000,4,3,2062,Hayward,94544,26,Single Family Residential,1920,Hayward,6970,6530,894956,436,2,0,Contemporary
587,"3978 Amyx Ct,Hayward, CA 94542",1749000,4,2,2304,Hayward,94542,26,Single Family Residential,1963,FAIRVIEW,156816,12704,1779920,759,2,0,Custom
588,"2520 Coldstream Way,HAYWARD, CA 94545",1249000,4,2.5,2134,Hayward,94545,26,Single Family Home,2008,HAYWARD,2690,9302,1290507,585,2,230,Unknown
589,"29348 Providence Way,Hayward, CA 94544",214900,2,2,1700,Hayward,94544,26,Mobile/Manufactured Home,Unknown,NEW ENGLAND VILLA,29160,1561,213265,126,3,0,Unknown
590,"1717 D St,Hayward, CA 94541",999998,3,2,1596,Hayward,94541,29,Single Family Residential,1920,Hayward,5914,7263,1003738,627,2,0,Unknown
591,"21259 Sweet Ln,Castro Valley, CA 94546",1300000,4,2,2234,Hayward,94546,29,Townhouse,1968,Not Listed,5000,9442,1264512,582,2,0,Traditional
592,"27763 Del Norte Ct,Hayward, CA 94545",670000,3,1.5,1254,Hayward,94545,30,Townhouse,1970,GLEN EDEN,1056,5135,673417,534,2,268,Contemporary
593,"188 Carrick Cir,Hayward, CA 94542",1658888,4,2.5,2532,Hayward,94542,30,Single Family Residential,2008,STONEBRAE COUNTRY CLUB,4870,12249,1650238,655,2,200,Contemporary
594,"21109 Gary Dr #109,Hayward, CA 94546",459000,1,1,812,Hayward,94546,31,Condo,1981,MESA VERDE,395089,3864,451168,565,2,530,Spanish
595,"28005 Quercus Ct,Hayward, CA 94542",1399999,3,2.5,2367,Hayward,94542,31,Single Family Residential,1962,FAIRVIEW,44431,10169,1418044,591,2,0,Traditional
596,"1030 Highland Blvd,Hayward, CA 94542",1350000,5,5,3133,Hayward,94542,32,Single Family Residential,1948,UNIVERSITY HILLS,7885,9806,1340989,431,2,0,Farm House
597,"29710 Hansen St,Hayward, CA 94544",1149000,4,3.5,2018,Hayward,94544,33,Townhouse,Unknown,Hayward,29160,8714,1469274,569,2,368,Unknown
598,"29712 Hansen St,Hayward, CA 94544",1123000,3,2.5,1622,Hayward,94544,33,Townhouse,Unknown,Hayward,29160,8525,1469274,692,2,368,Unknown
599,"25705 Westview Way,Hayward, CA 94542",1274000,4,2,2465,Hayward,94542,36,Single Family Residential,1940,HAYWARD HILLS,4497,9254,1246761,517,3,0,Unknown
600,"22584 Pearl Ave,Hayward, CA 94541",889950,3,2,1255,Hayward,94541,36,Single Family Residential,1978,UPPER B STREET,6621,6464,896512,709,2,0,Contemporary
601,"476 Craven Ct,Hayward, CA 94541",399000,2,1.5,900,Hayward,94541,37,Condo,1962,WINTON GROVE,128066,3363,401713,443,2,465,Contemporary
602,"632 Bartlett Ave,HAYWARD, CA 94541",1045000,4,2,1982,Hayward,94541,37,Single Family Home,1946,HAYWARD,5500,7590,1047296,527,2,0,Traditional
603,"303 Medford Ave,Hayward, CA 94541",1090000,3,2,1411,Hayward,94541,38,Single Family Residential,1926,Hayward,26571,7917,1093519,773,2,0,Unknown
604,"119 Cue Way,HAYWARD, CA 94544",943260,3,3.5,1760,Hayward,94544,38,Condo,2023,HAYWARD,29160,7321,941600,536,2,470,Contemporary
605,"2955 Sunnybank Ln,HAYWARD, CA 94541",999000,3,2,2075,Hayward,94541,43,Single Family Home,1988,HAYWARD,7800,7256,1108934,481,2,0,Unknown
606,"1108 Palisade St,HAYWARD, CA 94542",1450000,8,8.5,3428,Hayward,94542,43,Single Family Home,1937,HAYWARD,7959,10532,1442214,423,2,0,Unknown
607,"81 Ranchero Way #155,Hayward, CA 94544",229000,2,2,1040,Hayward,94544,43,Mobile/Manufactured Home,Unknown,SPANISH RANCH II,29160,1663,226257,220,2,0,Unknown
608,"345 Rhythm Ln,HAYWARD, CA 94544",439230,1,1,429,Hayward,94544,45,Condo,2021,HAYWARD,29160,3465,439436,1024,2,275,Unknown
609,"278 Smalley Ave,Hayward, CA 94541",739000,3,1.5,1217,Hayward,94541,45,Single Family Residential,1932,CHERRYLAND DIST.,10224,5368,740919,607,2,0,Contemporary
610,"22283 Hathaway Ave,HAYWARD, CA 94541",675000,3,2,903,Hayward,94541,47,Single Family Home,1920,HAYWARD,2324,4903,673173,748,2,0,Unknown
611,"28846 Bailey Ranch Rd,Hayward, CA 94542",1999999,6,4,3705,Hayward,94542,47,Single Family Residential,2000,BAILEY RANCH,15245,14691,1991781,540,2,164,Contemporary
612,"26897 Huntwood Ave #4,HAYWARD, CA 94544",500000,2,1.5,1104,Hayward,94544,51,Condo,1980,HAYWARD,27442,4153,502787,453,2,521,Unknown
613,"19425 Waverly Ave,HAYWARD, CA 94541",850000,3,2,1620,Hayward,94541,53,Single Family Home,1951,HAYWARD,5000,6174,854263,525,2,0,Unknown
614,"20255 Concord Ave #1,Hayward, CA 94541",679000,3,2,1411,Hayward,94541,57,Townhouse,1990,CHERRYLAND,23522,5392,675418,481,2,460,Contemporary
615,"28863 Granada Dr,Hayward, CA 94544",238888,2,2,1440,Hayward,94544,57,Mobile/Manufactured Home,Unknown,SPANISH RANCH I,29160,1735,233411,166,3,0,Unknown
616,"23862 Madeiros Ave,Hayward, CA 94541",1388000,5,4,2500,Hayward,94541,57,Single Family Residential,1946,FAIRVIEW,12196,10082,1376602,555,2,0,Contemporary
617,"2022 Oak Creek Pl,Hayward, CA 94541",599000,2,1.5,1542,Hayward,94541,65,Townhouse,1972,FAIRVIEW,962,4921,609475,388,2,570,Unknown
618,"29300 Dixon St #201,Hayward, CA 94544",385000,1,1,598,Hayward,94544,68,Condo,1984,VALLE VISTA,64468,3332,386852,644,2,536,Unknown
619,"26233 Clover Rd,Hayward, CA 94542",1798000,3,2,2673,Hayward,94542,72,Single Family Residential,1972,FAIRVIEW,56628,13060,1742390,673,2,0,Contemporary
620,"1312 Valley St,Hayward, CA 94541",749995,2,0,1260,Hayward,94541,78,Multi-Family (2-4 Unit),1948,Hayward,4696,5448,737506,595,2,0,Unknown
621,"Sign In for Address,Hayward, CA 94544",1025000,3,3,1984,Hayward,94544,78,Condo,2023,Hayward,29160,7876,1015748,517,1,431,Contemporary
622,"21833 Meekland,Hayward, CA 94541",1780000,8,5,5100,Hayward,94541,83,Single Family Residential,1952,Hayward,13503,12929,1469274,349,2,0,Cottage
623,"2550 Hillcrest Ave,Hayward, CA 94542",799000,1,1,674,Hayward,94542,89,Single Family Residential,1938,HAYWARD HILLS,37461,5803,822857,1185,2,0,Bungalow
624,"20917 Locust St Unit B,Hayward, CA 94541",529000,2,1.5,1101,Hayward,94541,93,Condo,1980,Hayward,74487,4468,523794,480,2,626,Unknown
625,"25912 Hayward Blvd #207,Hayward, CA 94542",575000,2,2,1307,Hayward,94542,101,Condo,1983,HAYWARD HILLS,191228,4737,569249,440,2,561,Unknown
626,"25931 Fairview Ave,Hayward, CA 94542",1600000,4,2,1911,Hayward,94542,109,Single Family Residential,1953,HAYWARD HILLS,65340,11622,1562927,837,2,0,Ranch
627,"840 Folsom Ave,Hayward, CA 94544",900000,4,3,1520,Hayward,94544,132,Single Family Residential,1947,Hayward,7542,6537,889517,592,2,0,Brown Shingle
628,"2822 Breaker Cir,Hayward, CA 94545",2290000,6,5,4106,Hayward,94545,135,Single Family Residential,2005,Hayward,8530,16675,2009116,558,2,42,"Mediterranean, Spanish"
629,"2641 D St,HAYWARD, CA 94541",999999,3,2.5,2049,Hayward,94541,151,Single Family Home,1953,HAYWARD,13939,7263,982605,488,2,0,Unknown
630,"1711 - 1715 B St,Hayward, CA 94541",699000,6,2,2020,Hayward,94541,151,Multi-Family (2-4 Unit),Unknown,Hayward,4984,5077,682155,346,2,0,Unknown
631,"25530 Dario Ter,Hayward, CA 94541",3995000,4,6,6886,Hayward,94541,158,Single Family Residential,1985,HAYWARD HILLS,140698,29017,3824349,580,2,0,Custom
632,"568 Dean St,Hayward, CA 94541",1980000,9,0,5126,Hayward,94541,162,Multi-Family (2-4 Unit),1987,Hayward,6500,14382,1856096,386,2,0,Unknown
633,"Plan 2 WLH,Hayward, CA 94544",1527431,2,2.5,1718,Hayward,94544,0,Multi-Family (2-4 Unit),Unknown,SoHay Prime,29160,6319,1469274,506,2,0,"MasterPlanned,CondoOnly"
634,"Plan 1 WLH,Hayward, CA 94544",1527431,2,2.5,1491,Hayward,94544,0,Multi-Family (2-4 Unit),Unknown,SoHay Prime,29160,5987,1469274,553,2,0,"MasterPlanned,CondoOnly"
635,"Plan 3 WLH,Hayward, CA 94544",1527431,3,3.5,1760,Hayward,94544,0,Multi-Family (2-4 Unit),Unknown,SoHay Prime,29160,6851,1469274,536,2,0,"MasterPlanned,CondoOnly"
636,"HayPark Plan 2,Hayward, CA 94544",1527431,3,3,1732,Hayward,94544,0,Townhouse,Unknown,HayPark at SoMi,29160,6530,1469274,519,2,0,Unknown
637,"HayPark Plan 5,Hayward, CA 94544",1527431,4,3.5,1984,Hayward,94544,0,Townhouse,Unknown,HayPark at SoMi,29160,7445,1469274,517,2,0,Unknown
638,"495 Kawella Cir,Union City, CA 94587",285000,2,2,1440,Union City,94587,0,Mobile/Manufactured Home,1976,Tropics Mobile Home Park,29160,2070,283303,198,2,0,Unknown
639,"35045 11th St,Union City, CA 94587",1155000,3,2.5,1431,Union City,94587,2,Condo,2006,UNION CITY,447361,8671,1154678,807,2,282,Contemporary
640,"32916 Regents Blvd,UNION CITY, CA 94587",1899000,5,3,2762,Union City,94587,2,Single Family Home,1980,UNION CITY,7519,13793,1912360,688,2,0,Unknown
641,"2189 Medallion Dr #1,Union City, CA 94587",525000,2,1,945,Union City,94587,2,Condo,1976,UNION CITY,8524,4116,525888,556,2,303,Traditional
642,"4841 Sally Ct,Union City, CA 94587",1550000,4,2.5,1880,Union City,94587,3,Single Family Residential,1977,TOWN & COUNTRY,7316,11258,1559278,824,2,0,Contemporary
643,"307 Kauai Cir #307,UNION CITY, CA 94587",300000,2,2,1406,Union City,94587,3,Double-Wide Mobile Home,2000,UNION CITY,29160,2179,300153,213,3,0,Unknown
644,"32420 Monterey Dr,UNION CITY, CA 94587",1750000,4,2.5,2226,Union City,94587,4,Single Family Home,1995,UNION CITY,4500,12711,1755068,786,2,0,Contemporary
645,"30535 Del Valle Pl,Union City, CA 94587",1988000,5,3,2857,Union City,94587,6,Single Family Residential,1993,MERIDIAN COURT,8790,14665,2093862,696,2,225,Contemporary
646,"4213 Queensboro Way,Union City, CA 94587",1288000,3,2,1357,Union City,94587,8,Single Family Residential,1971,ALVARADO,5000,9355,1297934,949,2,0,Traditional
647,"33774 Dalton Ct,Union City, CA 94587",1299000,3,2,1320,Union City,94587,9,Single Family Residential,1968,Union City,8580,9435,1299459,984,2,0,Ranch
648,"2621 Great Arbor Way #71,Union City, CA 94587",759000,3,1.5,1320,Union City,94587,9,Condo,1985,ALVARADO,124146,5943,773970,575,3,430,Unknown
649,"4934 Lowry Rd,Union City, CA 94587",585000,2,1.5,888,Union City,94587,10,Condo,1985,BRIDGEPOINTE,29160,4652,584658,659,2,403,Contemporary
650,"35181 Mount Whitney Ter,Fremont, CA 94536",1799000,4,3,2196,Union City,94536,10,Single Family Residential,2000,NILES AREA,4275,13207,1964592,819,2,140,Contemporary
651,"33454 7th St,UNION CITY, CA 94587",1250000,6,4,2342,Union City,94587,10,Duplex,1991,UNION CITY,5000,9079,1259877,534,2,0,Unknown
652,"4232 Miramonte Way,Union City, CA 94587",698000,2,1.5,1054,Union City,94587,10,Townhouse,1972,EL DORADO PARK,1422,5367,718226,662,2,297,Contemporary
653,"33624 6th St,Union City, CA 94587",749888,2,1,720,Union City,94587,11,Single Family Residential,1947,DECOTO,5000,5447,755283,1042,2,0,Unknown
654,"4120 Aquarius Cir,Union City, CA 94587",748888,3,1.5,1255,Union City,94587,16,Townhouse,1970,UNION CITY,1449,5773,758809,597,2,333,Unknown
655,"2490 Baltusrol Ct,UNION CITY, CA 94587",1298500,4,2,1463,Union City,94587,16,Single Family Home,1969,UNION CITY,7623,9432,1301076,888,2,0,Ranch
656,"34764 Skylark Dr #2,Union City, CA 94587",549000,2,1,903,Union City,94587,17,Condo,1972,DOWNTOWN ESTATES,9007,4373,548482,608,2,385,Contemporary
657,"4250 Comet Cir,Union City, CA 94587",749000,3,1,1125,Union City,94587,19,Townhouse,1972,Union City,1656,5773,753770,666,2,333,Contemporary
658,"33104 9th St,UNION CITY, CA 94587",1059000,4,3,1556,Union City,94587,22,Single Family Home,2014,UNION CITY,5000,7692,1055232,681,2,0,Contemporary
659,"33156 7th St,Union City, CA 94587",1299888,4,3,2428,Union City,94587,22,Single Family Residential,1961,MISSION,5000,9442,1412926,535,2,0,Colonial
660,"1729 Sherman Dr,UNION CITY, CA 94587",1300000,4,3,1905,Union City,94587,23,Single Family Home,1986,UNION CITY,6098,9442,1310048,682,2,0,Traditional
661,"4935 Caspar St,Union City, CA 94587",1699888,4,2.5,2342,Union City,94587,30,Single Family Residential,1980,LOWRY,6044,12347,1690965,726,2,0,Contemporary
662,"388 Tropicana Way #388,Union City, CA 94587",259000,2,2,1120,Union City,94587,47,Mobile/Manufactured Home,Unknown,THE TROPICS,29160,1881,256543,231,2,0,Unknown
663,"3255 Santa Susana Way,UNION CITY, CA 94587",1250000,3,2,1396,Union City,94587,51,Single Family Home,1971,UNION CITY,5500,9079,1232881,895,2,0,Ranch
664,"209 Hawaii Cir #209,UNION CITY, CA 94587",429000,3,2,1428,Union City,94587,65,Double-Wide Mobile Home,2023,UNION CITY,29160,3116,422829,300,2,0,Unknown
665,"4379 Planet Cir,Union City, CA 94587",745000,3,1.5,1137,Union City,94587,85,Townhouse,1971,Union City,1518,5744,743850,655,2,333,Contemporary
666,"521 Estabrook St,San Leandro, CA 94577",985000,4,3,1392,San Leandro,94577,1,Single Family Residential,1922,San Leandro,6050,7154,987110,708,2,0,Traditional
667,"14835 E 14th St #26,San Leandro, CA 94578",509000,2,2,958,San Leandro,94578,2,Condo,1997,LOWER BAL,16988,3957,508657,531,2,260,Unknown
